block,colony,id,caste,callow,founding_queen
7,BI134,4851,,,
7,BI134,4799,,,
7,BI134,4829,,,
7,BI134,4855,,,
7,BI134,4671,,,
7,BI134,4819,,,
7,BI134,4559,,,
7,BI134,4634,,,
7,BI134,4590,,,
7,BI134,4586,,,
7,BI134,4581,,,
7,BI134,4789,,,
7,BI134,4856,,,
7,BI134,4624,,,
7,BI134,4548,,,
7,BI134,4828,,,
7,BI134,4577,,,
7,BI134,4757,,,
7,BI134,4628,,,
7,BI134,4453,,,
7,BI134,4824,,,
7,BI134,4657,,,
7,BI134,4667,,,
7,BI134,4825,,,
7,BI134,4555,,,
7,BI134,4695,,,
7,BI134,4583,,,
7,BI134,4483,,,
7,BI134,4493,,,
7,BI134,4458,,,
7,BI134,4722,,,
7,BI134,4462,,,
7,BI134,4752,,,
7,BI134,4723,,,
7,BI134,4733,,,
7,BI134,4514,,,
7,BI156,4728,,,
7,BI156,6212,,,
7,BI156,4270,,,
7,BI156,6294,,,
7,BI156,6382,,,
7,BI156,6138,,,
7,BI156,4260,,,
7,BI156,4295,,,
7,BI156,6142,,,
7,BI156,6156,,,
7,BI156,4518,,,
7,BI156,6405,,Callow,
7,BI156,6101,,,
7,BI156,6107,,,
7,BI156,4051,,,
7,BI156,6129,,,
7,BI156,6146,,,
7,BI156,4326,,,
7,BI156,4430,,,
7,BI156,6341,,,
7,BI156,6184,,Callow,
7,BI156,6157,,,
7,BI156,5073,,,
7,BI156,6359,,,
7,BI156,4364,,,
7,BI156,386,,,
7,BI156,4106,,,
7,BI156,230,,,
7,BI156,4322,,,
7,BI156,6369,,,
7,BI156,4358,,,
7,BI156,4139,,,
7,BI156,4097,,,
7,BI156,3807,,,
7,BI156,4656,,,
7,BI156,4361,,,
7,BI156,4111,,,
7,BI156,2409,,,
7,BI156,4057,,,
7,BI156,6255,,,
7,BI156,3834,,,
7,BI156,6218,,Callow,
7,BI156,4753,,Callow,
7,BI156,6360,,Callow,
7,BI156,6096,,Callow,
7,BI156,6188,,Callow,
7,BI156,4823,,,
7,BI156,4524,,,
7,BI156,6284,,,
7,BI156,4696,,,
7,BI156,6183,,,
7,BI156,4386,,,
7,BI156,6404,,,
7,BI156,5072,,,
7,BI156,6151,,,
7,BI156,6097,,,
7,BI156,6208,,,
7,BI156,6372,,,
7,BI156,6442,,,
7,BI156,6161,,,
7,BI156,6378,,,
7,BI156,4726,,,
7,BI156,6340,,,
7,BI156,4954,,,
7,BI156,6132,,,
7,BI156,4087,,,
7,BI156,4060,,,
7,BI156,6379,Queen,,Y
7,BI84,6373,Queen,,Y
7,BI84,4089,,,
7,BI84,4323,,,
7,BI84,5014,,,
7,BI84,6278,,,
7,BI84,4514,,Callow,
7,BI84,6275,,,
7,BI84,6473,,,
7,BI84,4327,,,
7,BI84,6479,,,
7,BI84,4296,,,
7,BI84,4387,,,
7,BI84,6437,,,
7,BI84,4417,,,
7,BI84,4166,,,
7,BI84,4690,,,
7,BI84,4701,,,
7,BI84,4225,,,
7,BI84,6470,,,
7,BI84,6279,,,
7,BI84,2375,,,
7,BI84,4201,,,
7,BI84,6222,,,
7,BI84,4393,,,
7,BI84,4727,,,
7,BI84,6178,,,
7,BI84,4397,,,
7,BI84,4291,,,
7,BI84,6337,,,
7,BI84,6139,,,
7,BI84,6110,,,
7,BI84,6280,,,
7,BI84,4196,,Callow,
7,BI84,4110,,,
7,BI84,4030,,,
7,BI84,5124,,,
7,BI84,4732,,,
7,BI84,4329,,,
7,BI84,6133,,,
7,BI84,4257,,,
7,BI84,4235,,,
7,BI84,4416,,,
7,BI84,4297,,,
7,BI84,6241,,,
7,BG201,4143,Queen,,
7,BG201,4491,Queen,,
7,BG201,4558,Queen,,
7,BG201,6111,Queen,,
7,BG201,3641,Queen,,
7,BG201,4096,Queen,,
7,BG201,4420,Queen,,
7,BG201,4576,,,
7,BG201,4026,Male,,
7,BG201,4452,Male,,
7,BG201,4168,Male,,
7,BG201,6463,Male,,
7,BG201,4521,Queen,,Y
7,BG201,6433,,,
7,BG201,6317,,,
7,BG201,4031,Male,,
7,BG201,6313,,,
7,BG201,4520,Male,,
7,BG201,6240,,,
7,BG201,4576,,,
7,BG201,4138,Male,,
7,BG201,4020,,,
7,BG201,6249,,,
7,BG201,4055,,,
7,BG201,4525,,,
15,BI89,5482,,,
15,BI89,3933,,,
15,BI89,5082,,,
15,BI89,4991,,,
15,BI89,5415,,,
15,BI89,5662,,,
15,BI89,5572,,,
15,BI89,5291,,,
15,BI89,3768,,,
15,BI89,6223,,,
15,BI89,4986,,,
15,BI89,4784,,,
15,BI89,5105,,,
15,BI89,5486,,,
15,BI89,4958,,,
15,BI89,5249,,,
15,BI89,3932,,,
15,BI89,4169,,,
15,BI89,5516,,,
15,BI89,3701,,,
15,BI89,5252,,,
15,BI89,4980,,,
15,BI89,3998,,,
15,BI89,5163,,,
15,BI89,4162,,,
15,BI89,4167,,,
15,BI89,5421,,,
15,BI89,5248,,,
15,BI89,5223,,,
15,BI89,5226,,,
15,BI89,3989,,,
15,BI89,5187,,,
15,BI89,4431,,,
15,BI89,4205,,,
15,BI89,5327,,,
15,BI89,6189,,,
15,BI89,4301,,,
15,BI89,3769,,,
15,BI89,5423,,,
15,BI89,5545,,,
15,BI89,6185,,,
15,BI89,4204,,,
15,BI89,4554,,,
15,BI89,3763,,,
15,BI89,5652,,,
15,BI89,5120,,,
15,BI89,5190,,,
15,BI89,3888,,,
15,BI89,6350,,,
15,BI89,5443,,,
15,BI89,4893,,,
15,BI89,5042,,,
15,BI89,5600,,,
15,BI89,3675,,,
15,BI89,3711,,,
15,BI89,3825,,,
15,BI89,5192,,,
15,BI89,3856,,,
15,BI89,4925,,,
15,BI89,5284,,,
15,BI89,4128,,,
15,BI89,5351,,,
15,BI89,4333,,,
15,BI89,3964,,,
15,BI89,4886,,,
15,BI89,5196,,,
15,BI89,5294,,,
15,BI89,5604,,,
15,BI89,4990,,,
15,BI89,5353,,,
15,BI89,5578,,,
15,BI89,4195,,,
15,BI89,5221,,,
15,BI89,5109,,,
15,BI89,5258,,,
15,BI89,5312,,Callow,
15,BI89,3740,,,
15,BI89,5126,,,
15,BI89,4959,,,
15,BI89,4987,,,
15,BI89,5290,,,
15,BI89,4981,,,
15,BI89,3710,,,
15,BI89,5321,,,
15,BI89,3963,,,
15,BI89,4955,,,
15,BI89,5487,,,
15,BI89,6466,,,
15,BI89,3700,,,
15,BI89,5357,,,
15,BI89,5512,,,
15,BI89,3730,,,
15,BI89,5347,,,
15,BI89,3802,,,
15,BI89,5314,,,
15,BI89,5517,,,
15,BI89,3988,,,
15,BI89,5166,,,
15,BI89,3994,,,
15,BI89,5263,,,
15,BI89,5114,,,
15,BI89,5108,,,
15,BI89,3902,,,
15,BI89,3839,,,
15,BI89,4625,,,
15,BI89,4892,,,
15,BI89,6368,,,
15,BI89,4883,,,
15,BI89,5473,,,
15,BI89,4092,,,
15,BI89,3697,,,
15,BI89,4421,,,
15,BI89,5450,,,
15,BI89,3644,,,
15,BI89,3955,,,
15,BI89,4944,,,
15,BI89,5191,,,
15,BI89,4103,,,
15,BI89,5379,,,
15,BI89,5582,,,
15,BI89,3965,,,
15,BI89,3871,,,
15,BI89,5583,,,
15,BI89,5135,,,
15,BI89,4129,,,
15,BI89,3732,,,
15,BI89,3954,,,
15,BI89,5385,,,
15,BI89,5015,,,
15,BI89,3796,,,
15,BI89,5049,,,
15,BI89,5152,,,
15,BI89,5388,,,
15,BI89,3961,,,
15,BI89,5444,,,
15,BI89,5389,,,
15,BI89,5483,,,
15,BI89,5514,Queen,,Y
15,BI89,4355,,,
15,BI89,5115,,,
15,BI89,3737,,,
15,BI89,3793,,,
15,BI89,5119,,,
15,BI89,5167,,Callow,
15,BI89,5549,,,
15,BI89,5658,,,
15,BI89,5511,,,
15,BI89,4061,,,
15,BI89,4203,,,
15,BI89,3806,,,
15,BI89,5414,,,
15,BI89,5542,,,
15,BI89,5318,,,
15,BI89,6448,,,
15,BI89,5579,,,
15,BI89,6251,,,
15,BI89,5609,,,
15,BI89,5253,,,
15,BI89,5131,,,
15,BI89,5659,,,
15,BI99,4889,,,
15,BI99,4359,,,
15,BI99,4519,,,
15,BI99,4054,,,
15,BI99,5228,,,
15,BI99,6347,,,
15,BI99,5118,,,
15,BI99,4021,,,
15,BI99,5134,,,
15,BI99,6128,,,
15,BI99,6331,,,
15,BI99,6415,,,
15,BI99,3899,,,
15,BI99,6332,,,
15,BI99,5020,,,
15,BI99,3739,,,
15,BI99,5382,,,
15,BI99,4082,,,
15,BI99,4427,,,
15,BI99,3792,,,
15,BI99,5568,,,
15,BI99,5224,,,
15,BI99,5319,,,
15,BI99,5356,,,
15,BI99,4173,,,
15,BI99,4887,,,
15,BI99,5053,,,
15,BI99,4294,,,
15,BI99,4919,,,
15,BI99,4949,,,
15,BI99,6281,,,
15,BI99,5156,,,
15,BI99,3985,,,
15,BI99,5653,,,
15,BI99,6209,,,
15,BI99,4392,,,
15,BI99,5648,,,
15,BI99,5048,,,
15,BI99,4920,,,
15,BI99,4093,,,
15,BI99,3989,,,
15,BI99,6477,,,
15,BI99,4027,,,
15,BI99,5017,,,
15,BI99,3999,,,
15,BI99,4224,,,
15,BI99,5047,,,
15,BI99,4888,,,
15,BI99,3797,,,
15,BI99,6414,,,
15,BI99,4234,,,
15,BI99,5477,,,
15,BI99,3966,,,
15,BI99,6435,,,
15,BI99,3803,,,
15,BI99,5129,,Callow,
15,BI99,6106,,,
15,BI99,3772,,,
15,BI99,5507,,,
15,BI99,3665,,,
15,BI99,5538,,,
15,BI99,5010,,,
15,BI99,5083,,,
15,BI99,4198,,,
15,BI99,5281,,,
15,BI99,5021,,,
15,BI99,4391,,,
15,BI99,6310,,,
15,BI99,6446,,,
15,BI99,5445,,,
15,BI99,6410,,,
15,BI99,4056,,,
15,BI99,3823,,,
15,BI99,5543,,,
15,BI99,4016,,,
15,BI99,5614,,,
15,BI99,3679,,,
15,BI99,5416,,,
15,BI99,5384,,,
15,BI99,3893,,,
15,BI99,5162,,,
15,BI99,5441,,,
15,BI99,3762,,,
15,BI99,3926,,,
15,BI99,3995,,,
15,BI99,4449,,,
15,BI99,5410,,,
15,BI99,5649,,,
15,BI99,3433,,,
15,BI99,5417,,,
15,BI99,5087,,,
15,BI99,5408,,,
15,BI99,5350,,,
15,BI99,3984,,,
15,BI99,6152,,,
15,BI99,6411,,,
15,BI99,5077,,,
15,BI99,3903,,,
15,BI99,5229,,,
15,BI99,5259,,,
15,BI99,5292,,,
15,BI99,5197,,,
15,BI99,5460,,,
15,BI99,4861,,,
15,BI99,5153,,,
15,BI99,4976,,,
15,BI99,4729,,,
15,BI99,5157,,,
15,BI99,5451,,,
15,BI99,4396,,,
15,BI99,3773,,,
15,BI99,5283,,,
15,BI99,5606,,,
15,BI99,3892,,,
15,BI99,5320,,,
15,BI99,4545,,,
15,BI99,3767,,,
15,BI99,6471,,,
15,BI99,5569,,,
15,BI99,4256,,,
15,BI99,4238,,,
15,BI99,3822,,,
15,BI99,3734,,,
15,BI99,3861,,,
15,BI99,5325,,,
15,BI99,5285,,,
15,BI99,6219,,,
15,BI99,3927,,,
15,BI99,6323,,,
15,BI99,3645,,,
15,BI99,3889,,,
15,BI99,6254,,,
15,BI99,5218,,,
15,BI99,6324,,,
15,BI99,598,,,
15,BI99,3824,,Callow,
15,BI99,5506,,,
15,BI99,5104,,,
15,BI99,4172,,,
15,BI99,4229,,,
15,BI99,3928,,,
15,BI99,5611,,,
15,BI99,5378,,,
15,BI99,5544,,,
15,BI99,6472,,,
15,BI99,4448,,,
15,BI99,5601,,,
15,BI99,6401,,,
15,BI99,3674,,,
15,BI99,4918,,,
15,BI99,6346,Queen,,Y
15,BI99,3731,,,
15,BI99,5539,,,
15,BI99,6306,,,
15,BI99,3706,,,
15,BI99,4271,,,
15,BI99,5383,,,
15,BI99,3696,,,
15,BI99,5476,,,
15,BI99,4921,,,
15,BI99,3838,,,
15,BI99,4261,,,
15,BI99,3430,,,
15,BI99,5052,,,
15,BI99,4239,,,
15,BI99,3664,,,
15,BI99,4365,,,
15,BI99,4163,,,
15,BI99,4860,,,
15,BI99,3829,,,
15,BI99,3707,,,
15,BI99,4332,,,
15,BI99,6179,,,
15,BI99,6285,,,
15,BI99,5509,,,
15,BI99,3923,,,
15,BI99,6383,,,
15,BI99,4328,,,
15,BI99,3668,,,
15,BI99,3808,,,
15,BI99,3741,,,
15,BI99,4132,,,
15,BI99,4133,,,
15,BI99,4697,,,
15,BG15,5615,,,
15,BG15,5694,Male,,
15,BG15,6040,Queen,,
15,BG15,5016,Male,,
15,BG15,6039,,,
15,BG15,5846,Queen,,
15,BG15,4882,Queen,,
15,BG15,6013,Male,,
15,BG15,5781,Male,,
15,BG15,5186,Queen,,Y
15,BG15,4492,,,
15,BG15,5718,,,
15,BG15,4977,Male,,
15,BG15,6077,,,
15,BG15,5938,Male,,
15,BG15,6045,Queen,,
15,BG15,6072,,,
15,BG15,3678,Queen,,
15,BG15,6041,Male,,
15,BG15,6073,Male,,
15,BG15,5747,Male,,
15,BG15,5691,,,
15,BG15,3958,Male,,
15,BG15,6005,,,
15,BG15,5454,Queen,,
15,BG15,6076,Male,,
15,BG15,5714,Male,,
15,BG15,5685,Male,,
15,BG15,5680,Male,,
15,BG15,5725,,,
15,BG15,6035,,,
15,BG15,5908,Male,,
15,BG15,5548,Queen,,
15,BG15,5746,Male,,
15,BG15,6070,Male,,
15,BG15,6067,,,
15,BG15,5881,Male,,
15,BG15,6034,,,
15,BG15,5352,Male,,
15,BG15,5784,,,
15,BG15,6044,,,
15,BG15,5262,Male,,
15,BG15,5719,,,
15,BG15,4945,,,
15,BG15,5882,Male,,
15,BG15,5708,,,
15,BG15,5043,Queen,Callow,
15,BG15,5983,,,
15,BG15,5853,Male,,
15,BG15,6012,Male,,
15,BG15,6071,,,
15,BG15,6244,Male,,
15,BG15,3929,Male,,
15,BG15,5684,Queen,,
15,BG15,4267,Male,,
15,BG15,4290,,,
15,BG15,6002,,,
5,BI208,6007,,,
5,BI208,7024,,,
5,BI208,6874,,,
5,BI208,7212,,,
5,BI208,5843,,Callow,
5,BI208,7278,,,
5,BI208,6741,,,
5,BI208,7122,,,
5,BI208,7179,,,
5,BI208,5949,,,
5,BI208,7302,,,
5,BI208,6601,,,
5,BI208,7129,,,
5,BI208,5883,,,
5,BI208,6548,,,
5,BI208,6143,,,
5,BI208,7177,,,
5,BI208,5873,,,
5,BI208,6008,,,
5,BI208,5663,,,
5,BI208,5948,Queen,,Y
5,BI208,7155,,,
5,BI208,6571,,,
5,BI208,6768,,,
5,BI208,7202,,,
5,BI208,5942,,,
5,BI208,6713,,,
5,BI208,6840,,,
5,BI208,5789,,,
5,BI208,6631,,,
5,BI208,6789,,,
5,BI208,7242,,,
5,BI208,5945,,,
5,BI208,7279,,,
5,BI208,6680,,,
5,BI208,6502,,,
5,BI208,5939,,,
5,BI208,6038,,,
5,BI208,5808,,,
5,BI208,6067,,,
5,BI208,7165,,,
5,BI208,5681,,,
5,BI208,7160,,Callow,
5,BI208,5904,,,
5,BI208,5979,,,
5,BI33,6498,,,
5,BI33,7203,,,
5,BI33,7305,,,
5,BI33,7084,,,
5,BI33,6600,,,
5,BI33,5086,,,
5,BI33,7126,Queen,,Y
5,BI33,6834,,,
5,BI33,6908,,,
5,BI33,6681,,,
5,BI33,7233,,,
5,BI33,5753,,,
5,BI33,6626,,,
5,BI33,6974,,,
5,BI33,6696,,,
5,BI33,7030,,,
5,BI33,7158,,,
5,BI33,6605,,,
5,BI33,5046,,,
5,BI33,6940,,,
5,BI33,6604,,,
5,BI33,5886,,,
5,BI33,6737,,,
5,BI33,7161,,,
5,BI33,6598,,,
5,BI33,7061,,,
5,BI33,7207,,,
5,BI33,7299,,,
5,BI33,6706,,,
5,BI33,7060,,,
5,BI33,7303,,,
5,BI33,7309,,,
5,BI33,7033,,,
5,BI33,6712,,,
5,BI33,7159,,,
5,BI33,7071,,,
5,BI33,6746,,,
5,BI33,6594,,,
5,BI33,6814,,,
5,BI33,6875,,,
5,BI33,5472,,,
5,BI33,6785,,,
5,BI33,6788,,,
5,BI33,6508,,,
5,BI33,7243,,,
5,BI33,7213,,,
5,BI33,6560,,,
5,BI33,7335,,,
5,BI33,7304,,,
5,BG157,6503,Male,,
5,BG157,5721,Queen,,
5,BG157,7164,Queen,,
5,BG157,6971,,,
5,BG157,7004,,,
5,BG157,6933,Queen,,
5,BG157,6779,Male,,
5,BG157,6717,,,
5,BG157,7098,Queen,,Y
5,BG157,7104,Queen,,
5,BG157,7066,Queen,,
5,BB64,6505,Queen,,Y
5,BB64,7174,,,
5,BB64,7076,,,
5,BB64,4463,,,
2,BI09,7237,,,
2,BI09,7272,,,
2,BI09,7246,,,
2,BI09,7271,,,
2,BI09,5872,,Callow,
2,BI09,5969,,,
2,BI09,5944,,,
2,BI09,6961,,,
2,BI09,6658,,,
2,BI09,6964,,,
2,BI09,6773,,,
2,BI09,7330,,,
2,BI09,5823,,,
2,BI09,7025,,,
2,BI09,6869,,,
2,BI09,5715,,,
2,BI09,6634,,,
2,BI09,6835,,,
2,BI09,6878,,,
2,BI09,7133,,,
2,BI09,7038,,,
2,BI09,6960,,,
2,BI09,5809,,,
2,BI09,7039,,,
2,BI09,6975,,,
2,BI09,7232,,Callow,
2,BI09,6599,,,
2,BI09,6931,,,
2,BI09,6574,,,
2,BI09,6778,,,
2,BI09,6899,,,
2,BI09,7247,,,
2,BI09,6909,,,
2,BI09,5813,,Callow,
2,BI09,6782,,,
2,BI09,5848,,,
2,BI09,5724,,,
2,BI09,6838,,,
2,BI09,6637,,,
2,BI09,7209,,,
2,BI09,6906,,,
2,BI09,6864,,,
2,BI09,5918,,,
2,BI09,6575,,,
2,BI09,6688,,,
2,BI09,7265,,,
2,BI09,5973,,,
2,BI09,5695,,,
2,BI09,5972,,,
2,BI09,6003,,,
2,BI09,5910,Queen,,Y
2,BI09,5819,,,
2,BI09,7001,,,
2,BI09,6561,,,
2,BI09,7172,,,
2,BI09,6723,,,
2,BI09,7298,,,
2,BI09,7028,,,
2,BI09,7056,,,
2,BI09,6710,,,
2,BI09,5919,,,
2,BI09,5847,,,
2,BI09,6903,,,
2,BI09,6879,,,
2,BI09,7269,,,
2,BG234,6632,Male,,
2,BG234,6901,male,,
2,BG234,6010,Male,,
2,BG234,7334,,,
2,BG234,7308,Queen,,Y
2,BG234,7180,Male,,
2,BG234,6769,,,
2,BG234,5752,Male,,
2,BG234,5913,Male,,
2,BG234,6565,Male,,
2,BG234,6703,Male,,
2,BG234,7123,,,
2,BG234,6695,Male,,
2,BG234,5905,,,
2,BG234,6674,,,
2,BG234,5876,Male,,
2,BG234,5818,Male,,
2,BI138,6750,,,
2,BI111,6066,Queen,,Y
2,BI111,6845,,,
14,BB53,6684,Queen,,
14,BB53,5968,Male,,
14,BB53,6929,,,
14,BB53,7083,Male,,
14,BB53,6675,Male,,
14,BB53,5849,Male,,
14,BB53,7057,Male,,
14,BB53,6679,Queen,,
14,BB53,6844,,,
14,BB53,7274,Male,,
14,BB53,6509,Male,,
14,BB53,6995,Male,,
14,BB53,5751,,,
14,BB53,7089,Queen,,
14,BB53,4924,Male,,
14,BB53,6595,Queen,,
14,BB53,6798,Male,,
14,BB53,5887,,,
14,BB53,5756,Queen,,
14,BB53,6941,Queen,,
14,BB53,5750,Male,,
14,BB53,6994,Queen,,
14,BB53,7236,,,
14,BB53,6935,,,
14,BB53,5978,Male,,
14,BB53,7206,,,
14,BB53,6918,Queen,,
14,BB53,5915,Queen,,
14,BB53,6570,Male,,
14,BB53,6636,,,
14,BB53,6795,Male,,
14,BB53,7331,Male,,
14,BB53,5757,Male,,
14,BB53,7005,,,
14,BB53,6999,,,
14,BB53,6799,,,
14,BB53,6839,Male,,
14,BB53,5812,Male,,
14,BB53,6938,Male,,
14,BB53,6841,Male,,
14,BB53,7171,Male,,
14,BB53,7102,Male,,
14,BB53,3395,Male,,
14,BB53,6998,Male,,
14,BB53,7264,Male,,
14,BB53,6499,Queen,,
14,BB53,6182,,,
14,BB53,6868,,,
14,BB53,5690,Male,,
14,BB53,6936,,,
14,BB53,6784,Male,,
14,BB53,6886,Male,,
14,BB53,6627,Queen,,
14,BB53,5943,Queen,,
14,BB53,7154,Queen,,
14,BB53,6537,Male,,
14,BB53,5822,Queen,,
14,BB53,5852,Queen,,
14,BB53,6504,Male,,
14,BB53,5982,Male,,
14,BI80,5134,Male,,
14,BI80,6401,,,
14,BI80,6369,Male,,
14,BI80,6442,,,
14,BI80,4914,,,
14,BI80,5156,,,
14,BI80,6373,Male,,
14,BI80,3710,Male,,
14,BI80,6331,Male,,
14,BI80,6285,Male,,
14,BI80,4986,Male,,
14,BI80,6433,Male,,
14,BI80,5163,Queen,,
14,BI80,6254,,,
14,BI80,6372,,,
14,BI80,6240,,,
14,BI80,6350,Queen,,
14,BI80,6279,Queen,,
14,BI80,6106,Queen,,
14,BI80,4915,,,
14,BI80,4977,Male,,
14,BI80,5115,,,
14,BI80,5105,Male,,
14,BI80,3669,Queen,,
14,BI80,6096,Male,,
14,BI80,5086,Queen,,
14,BI80,5014,Male,,
14,BI80,6142,,,
14,BI80,6313,,,
14,BI80,6179,Male,,
14,BI80,6189,Queen,,
14,BI80,4958,Male,,
14,BI80,6437,Queen,,
14,BI80,4882,Queen,,
14,BI80,6101,Male,,
14,BI80,6324,Queen,,
14,BI80,5126,Male,,
14,BI80,3696,,,
14,BI80,4918,Queen,,
14,BI80,6107,Queen,,
14,BI80,5191,,,
14,BI80,3739,Male,,
14,BI80,5052,Queen,,
14,BI109,6151,,,
14,BI109,7132,Male,,
14,BI109,6258,Male,,
14,BI109,5252,,,
14,BI109,7035,Queen,,
14,BI109,5223,Queen,,
14,BI109,6736,Male,,
14,BI109,3665,Male,,
14,BI109,6284,,,
14,BI109,6970,Queen,,
14,BI109,4945,Male,,
14,BI109,5043,Male,,
14,BI109,6783,,,
14,BI109,4892,Male,,
14,BI109,6241,Queen,,Y
14,BI40,5073,,,
14,BI40,6223,,,
14,BI40,5196,Queen,,
14,BI40,3668,,,
14,BI40,3679,,,
14,BI40,5021,,,
14,BI40,6294,,,
14,BI40,5011,,,
14,BI40,6400,,,
14,BI40,5042,,,
14,BI40,4920,,,
14,BI40,5219,,,
14,BI40,5077,,,
14,BI40,6129,,,
14,BI40,6383,,,